device_id,device_info,device_type,os,browser,screen,match_status,is_new,is_proxy
SAMSUNG SM-G892A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2220x1080,SAMSUNG SM-G892A Build/NRD90M,mobile,Android 7.0,samsung browser 6.2,2220x1080,match_status:2,New,
rv:56.0 | Mac OS X 10.11 | firefox 56.0 | 1440x900,rv:56.0,desktop,Mac OS X 10.11,firefox 56.0,1440x900,match_status:2,Found,
Windows | Windows 10 | edge 16.0 | 1600x900,Windows,desktop,Windows 10,edge 16.0,1600x900,match_status:2,Found,
 | Android | chrome 62.0 | 801x480,,mobile,Android,chrome 62.0,801x480,match_status:2,Found,
Windows | Windows 10 | edge 14.0 | 1920x1080,Windows,desktop,Windows 10,edge 14.0,1920x1080,match_status:2,Found,
Windows | Windows 8.1 | chrome 62.0 | 1920x1080,Windows,desktop,Windows 8.1,chrome 62.0,1920x1080,match_status:2,New,
Trident/7.0 | Windows 10 | ie 11.0 for tablet | 2736x1824,Trident/7.0,desktop,Windows 10,ie 11.0 for tablet,2736x1824,match_status:2,New,
MacOS | Mac OS X 10_13_1 | safari generic | 1920x1080,MacOS,desktop,Mac OS X 10_13_1,safari generic,1920x1080,match_status:1,Found,
iOS Device | iOS 10.2.0 | mobile safari 10.0 | 1136x640,iOS Device,mobile,iOS 10.2.0,mobile safari 10.0,1136x640,match_status:1,New,
Trident/7.0 | Windows 10 | ie 11.0 for tablet | 1920x1080,Trident/7.0,desktop,Windows 10,ie 11.0 for tablet,1920x1080,match_status:2,Found,
SGP521 |  | chrome 62.0 for android | ,SGP521,mobile,,chrome 62.0 for android,,,Found,
VS988 Build/NRD90U | Android 7.0 | chrome 62.0 for android | 2672x1440,VS988 Build/NRD90U,mobile,Android 7.0,chrome 62.0 for android,2672x1440,match_status:2,Found,
Windows | Windows 10 | edge 15.0 | 1680x1050,Windows,desktop,Windows 10,edge 15.0,1680x1050,match_status:2,New,
SM-G531H Build/LMY48B |  | chrome 57.0 for android | ,SM-G531H Build/LMY48B,mobile,,chrome 57.0 for android,,,Found,
Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1600x900,Trident/7.0,desktop,Windows 10,ie 11.0 for desktop,1600x900,match_status:2,Found,
 |  | chrome 56.0 | ,,desktop,,chrome 56.0,,,New,
Moto C Build/NRD90M.063 |  | chrome 62.0 for android | ,Moto C Build/NRD90M.063,mobile,,chrome 62.0 for android,,,New,
MacOS | Mac OS X 10_11_6 | chrome 62.0 | 4096x2304,MacOS,desktop,Mac OS X 10_11_6,chrome 62.0,4096x2304,match_status:2,Found,
MacOS | Mac OS X 10_11_6 | chrome 62.0 | 2560x1600,MacOS,desktop,Mac OS X 10_11_6,chrome 62.0,2560x1600,match_status:2,New,
LG-K410 Build/LRX22G |  | chrome 59.0 for android | ,LG-K410 Build/LRX22G,mobile,,chrome 59.0 for android,,,New,
Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1920x1200,Trident/7.0,desktop,Windows 7,ie 11.0 for desktop,1920x1200,match_status:2,New,
Windows | Windows 7 | chrome 62.0 | 3441x1440,Windows,desktop,Windows 7,chrome 62.0,3441x1440,match_status:2,Found,
Windows | Windows 10 | opera 49.0 | ,Windows,desktop,Windows 10,opera 49.0,,match_status:0,Unknown,
MacOS | Mac OS X 10_12_6 | safari generic | 1920x1080,MacOS,desktop,Mac OS X 10_12_6,safari generic,1920x1080,match_status:1,Found,
Windows | Windows 10 | firefox 57.0 | ,Windows,desktop,Windows 10,firefox 57.0,,match_status:2,New,
MacOS | Mac OS X 10_9_5 | opera 49.0 | 1280x800,MacOS,desktop,Mac OS X 10_9_5,opera 49.0,1280x800,match_status:2,New,
SM-G935F Build/MMB29K |  | chrome 62.0 for android | ,SM-G935F Build/MMB29K,mobile,,chrome 62.0 for android,,,New,
Moto C Plus Build/NRD90M.05.022 |  | chrome 56.0 for android | ,Moto C Plus Build/NRD90M.05.022,mobile,,chrome 56.0 for android,,,New,
LG-X180g Build/LMY47I |  | chrome 46.0 for android | ,LG-X180g Build/LMY47I,mobile,,chrome 46.0 for android,,,New,
Trident/7.0 | Windows 10 | ie 11.0 for tablet | ,Trident/7.0,desktop,Windows 10,ie 11.0 for tablet,,match_status:2,Found,
MacOS | Mac OS X 10_13_1 | safari generic | 1440x900,MacOS,desktop,Mac OS X 10_13_1,safari generic,1440x900,match_status:2,New,
SM-G925P Build/NRD90M |  | chrome 56.0 for android | ,SM-G925P Build/NRD90M,mobile,,chrome 56.0 for android,,,Found,
es-us |  | android webview 4.0 | ,es-us,mobile,,android webview 4.0,,,Unknown,
Windows | Windows 7 | firefox 57.0 | 1920x1200,Windows,desktop,Windows 7,firefox 57.0,1920x1200,match_status:2,New,
Windows |  | ie 11.0 for desktop | ,Windows,desktop,,ie 11.0 for desktop,,,Unknown,
Windows | Windows 7 | firefox 57.0 | 1920x1080,Windows,desktop,Windows 7,firefox 57.0,1920x1080,match_status:2,New,
Windows | Windows 10 | edge 15.0 | 2736x1824,Windows,desktop,Windows 10,edge 15.0,2736x1824,match_status:2,New,
MacOS | Mac OS X 10_10_5 | safari generic | 1920x1080,MacOS,desktop,Mac OS X 10_10_5,safari generic,1920x1080,match_status:2,New,
Windows | Windows 7 | chrome 58.0 | 1600x900,Windows,desktop,Windows 7,chrome 58.0,1600x900,match_status:2,Found,
iOS Device | iOS 10.3.3 | mobile safari 10.0 | 1334x750,iOS Device,mobile,iOS 10.3.3,mobile safari 10.0,1334x750,match_status:1,New,
iOS Device | iOS 11.1.1 | mobile safari 11.0 | 2436x1125,iOS Device,mobile,iOS 11.1.1,mobile safari 11.0,2436x1125,match_status:1,New,
MacOS | Mac OS X 10_11_6 | safari generic | 1280x800,MacOS,desktop,Mac OS X 10_11_6,safari generic,1280x800,match_status:2,New,
SM-G920V Build/NRD90M | Android 7.0 | chrome 62.0 for android | 2560x1440,SM-G920V Build/NRD90M,mobile,Android 7.0,chrome 62.0 for android,2560x1440,match_status:2,New,
SM-G935T Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080,SM-G935T Build/NRD90M,mobile,Android 7.0,chrome 62.0 for android,1920x1080,match_status:2,New,
Moto E (4) Plus Build/NMA26.42-69 |  | chrome generic | ,Moto E (4) Plus Build/NMA26.42-69,mobile,,chrome generic,,,New,
iOS Device | iOS 11.1.1 | mobile safari 11.0 | 1136x640,iOS Device,mobile,iOS 11.1.1,mobile safari 11.0,1136x640,match_status:1,New,
MacOS | Mac OS X 10_7_5 | chrome 49.0 | 1920x1080,MacOS,desktop,Mac OS X 10_7_5,chrome 49.0,1920x1080,match_status:2,Found,
iOS Device | iOS 10.3.1 | mobile safari 10.0 | 2208x1242,iOS Device,mobile,iOS 10.3.1,mobile safari 10.0,2208x1242,match_status:1,New,
iOS Device | iOS 10.2.1 | mobile safari 10.0 | 2048x1536,iOS Device,mobile,iOS 10.2.1,mobile safari 10.0,2048x1536,match_status:1,New,
iOS Device | iOS 11.0.3 | mobile safari 11.0 | 2208x1242,iOS Device,mobile,iOS 11.0.3,mobile safari 11.0,2208x1242,match_status:1,New,
rv:52.0 | Windows 7 | firefox 52.0 | 1680x1050,rv:52.0,desktop,Windows 7,firefox 52.0,1680x1050,match_status:2,Found,
Trident/7.0 |  | ie 11.0 for tablet | ,Trident/7.0,desktop,,ie 11.0 for tablet,,,Found,
iOS Device | iOS 11.1.1 | mobile safari 11.0 | 2001x1125,iOS Device,mobile,iOS 11.1.1,mobile safari 11.0,2001x1125,,New,IP_PROXY:HIDDEN
Windows | Windows 10 | edge 16.0 | 1366x768,Windows,desktop,Windows 10,edge 16.0,1366x768,match_status:2,New,
Windows | Windows 8.1 | chrome 58.0 | 2880x1620,Windows,desktop,Windows 8.1,chrome 58.0,2880x1620,match_status:2,Found,
SM-G925W8 |  | chrome 62.0 for android | ,SM-G925W8,mobile,,chrome 62.0 for android,,,New,
M4 SS4451 Build/LMY47D |  | chrome 61.0 for android | ,M4 SS4451 Build/LMY47D,mobile,,chrome 61.0 for android,,,New,
rv:48.0 | Windows 7 | firefox 48.0 | 1600x900,rv:48.0,desktop,Windows 7,firefox 48.0,1600x900,match_status:2,New,
Windows | Windows 8.1 | firefox 57.0 | 1920x1080,Windows,desktop,Windows 8.1,firefox 57.0,1920x1080,match_status:2,New,
Windows | Windows 7 | firefox | 1920x1080,Windows,desktop,Windows 7,firefox,1920x1080,match_status:2,New,
SAMSUNG-SM-G930A Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080,SAMSUNG-SM-G930A Build/NRD90M,mobile,Android 7.0,chrome 62.0 for android,1920x1080,match_status:2,New,
iOS Device | iOS 10.3.2 | mobile safari 10.0 | 2048x1536,iOS Device,mobile,iOS 10.3.2,mobile safari 10.0,2048x1536,match_status:1,New,
iOS Device | iOS 11.0.0 | mobile safari 11.0 | 1334x750,iOS Device,mobile,iOS 11.0.0,mobile safari 11.0,1334x750,match_status:1,New,IP_PROXY:TRANSPARENT
Windows | Windows 10 | edge 16.0 | 1920x1080,Windows,desktop,Windows 10,edge 16.0,1920x1080,match_status:2,Found,
MacOS | Mac OS X 10_11_6 | chrome 62.0 | 1366x768,MacOS,desktop,Mac OS X 10_11_6,chrome 62.0,1366x768,match_status:2,New,
Windows | Windows 8.1 | firefox 57.0 | 1680x1050,Windows,desktop,Windows 8.1,firefox 57.0,1680x1050,match_status:2,Found,
Windows | Windows 7 | firefox 57.0 | 1680x1050,Windows,desktop,Windows 7,firefox 57.0,1680x1050,match_status:1,Found,
rv:57.0 | Mac OS X 10.10 | firefox 57.0 | 2880x1800,rv:57.0,desktop,Mac OS X 10.10,firefox 57.0,2880x1800,match_status:2,New,
Windows | Windows 10 | chrome 62.0 | 3840x2160,Windows,desktop,Windows 10,chrome 62.0,3840x2160,match_status:2,Found,
rv:56.0 | Mac OS X 10.11 | firefox 56.0 | 1920x1080,rv:56.0,desktop,Mac OS X 10.11,firefox 56.0,1920x1080,match_status:1,Unknown,
HTC One M9 Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080,HTC One M9 Build/NRD90M,mobile,Android 7.0,chrome 62.0 for android,1920x1080,match_status:2,New,
rv:57.0 | Mac OS X 10.10 | firefox 57.0 | 1920x1080,rv:57.0,desktop,Mac OS X 10.10,firefox 57.0,1920x1080,match_status:2,New,
MacOS | Mac OS X 10_10_5 | safari generic | 5120x2880,MacOS,desktop,Mac OS X 10_10_5,safari generic,5120x2880,match_status:2,New,
Windows | Windows 7 |  | 1638x922,Windows,desktop,Windows 7,,1638x922,match_status:2,New,
MacOS | Mac OS X 10_10_5 | safari generic | 1920x1200,MacOS,desktop,Mac OS X 10_10_5,safari generic,1920x1200,match_status:2,New,
rv:11.0 | Windows 7 | ie 11.0 for desktop | ,rv:11.0,desktop,Windows 7,ie 11.0 for desktop,,match_status:2,Found,IP_PROXY:TRANSPARENT
7055A Build/KVT49L |  | chrome 62.0 for android | ,7055A Build/KVT49L,mobile,,chrome 62.0 for android,,,Found,
Moto G Play Build/MPIS24.241-15.3-7 |  | chrome 62.0 for android | ,Moto G Play Build/MPIS24.241-15.3-7,mobile,,chrome 62.0 for android,,,New,
iOS Device | iOS 11.1.2 | mobile safari generic | 1136x640,iOS Device,mobile,iOS 11.1.2,mobile safari generic,1136x640,match_status:2,Found,
MacOS | Mac OS X 10_12_3 | safari generic | 1440x900,MacOS,desktop,Mac OS X 10_12_3,safari generic,1440x900,match_status:2,New,
 | Android | chrome 62.0 | 1280x720,,mobile,Android,chrome 62.0,1280x720,match_status:2,Found,
SM-T810 Build/NRD90M | Android 7.0 | chrome 62.0 for android | 2048x1536,SM-T810 Build/NRD90M,mobile,Android 7.0,chrome 62.0 for android,2048x1536,match_status:2,New,
Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | ,Trident/7.0,desktop,Windows 8.1,ie 11.0 for desktop,,match_status:2,New,
Windows | Windows 10 | chrome 62.0 | 1280x768,Windows,desktop,Windows 10,chrome 62.0,1280x768,match_status:2,Found,
Windows | Windows 10 | edge 15.0 | 2160x1440,Windows,desktop,Windows 10,edge 15.0,2160x1440,match_status:2,Found,
Windows | Windows 7 | chrome 56.0 | 1600x900,Windows,desktop,Windows 7,chrome 56.0,1600x900,match_status:2,New,IP_PROXY:TRANSPARENT
MacOS | Mac OS X 10_12 | safari generic | 1440x900,MacOS,desktop,Mac OS X 10_12,safari generic,1440x900,match_status:2,Found,
MacOS | Mac OS X 10_12_3 | chrome 62.0 | 1440x900,MacOS,desktop,Mac OS X 10_12_3,chrome 62.0,1440x900,match_status:2,Found,
Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | 1920x1080,Trident/7.0,desktop,Windows 8.1,ie 11.0 for desktop,1920x1080,match_status:2,New,
iOS Device | iOS 9.3.5 | mobile safari 9.0 | 1024x768,iOS Device,mobile,iOS 9.3.5,mobile safari 9.0,1024x768,match_status:1,New,
rv:51.0 |  | firefox | ,rv:51.0,desktop,,firefox,,,New,IP_PROXY:TRANSPARENT
SAMSUNG |  | chrome generic | ,SAMSUNG,mobile,,chrome generic,,,New,
iOS Device | iOS 11.1.0 | mobile safari 11.0 | 2208x1242,iOS Device,mobile,iOS 11.1.0,mobile safari 11.0,2208x1242,match_status:1,New,
MacOS | Mac | safari generic | 1920x1080,MacOS,desktop,Mac,safari generic,1920x1080,match_status:2,New,
Windows |  | chrome 59.0 | ,Windows,desktop,,chrome 59.0,,,Found,
Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | 1366x768,Trident/7.0,desktop,Windows 8.1,ie 11.0 for desktop,1366x768,match_status:2,Found,
 | Linux | chrome 56.0 | 1920x1200,,desktop,Linux,chrome 56.0,1920x1200,match_status:2,New,
 | Linux | chrome 62.0 | ,,desktop,Linux,chrome 62.0,,match_status:2,Found,IP_PROXY:TRANSPARENT
rv:48.0 | Windows 10 | firefox 48.0 | 1920x1080,rv:48.0,desktop,Windows 10,firefox 48.0,1920x1080,match_status:2,New,
SM-N910V Build/MMB29M | Android 6.0.1 | chrome 62.0 for android | 2560x1440,SM-N910V Build/MMB29M,mobile,Android 6.0.1,chrome 62.0 for android,2560x1440,match_status:2,New,
LG-K410 Build/LRX22G |  | chrome 62.0 for android | ,LG-K410 Build/LRX22G,mobile,,chrome 62.0 for android,,,New,
iOS Device | iOS 11.1.1 | mobile safari generic | 1334x750,iOS Device,mobile,iOS 11.1.1,mobile safari generic,1334x750,match_status:2,New,
Windows | Windows 7 | chrome 62.0 | 1360x768,Windows,desktop,Windows 7,chrome 62.0,1360x768,match_status:2,New,
Windows | Windows 10 | firefox 57.0 | 1280x960,Windows,desktop,Windows 10,firefox 57.0,1280x960,match_status:2,Unknown,
iOS Device | iOS 11.1.0 | mobile safari generic | 1136x640,iOS Device,mobile,iOS 11.1.0,mobile safari generic,1136x640,match_status:2,New,
SM-G930T Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080,SM-G930T Build/NRD90M,mobile,Android 7.0,chrome 62.0 for android,1920x1080,match_status:2,New,
rv:11.0 | Windows 10 | ie 11.0 for desktop | 1600x900,rv:11.0,desktop,Windows 10,ie 11.0 for desktop,1600x900,match_status:2,New,
Moto G Play Build/MPIS24.241-15.3-7 |  | chrome 61.0 for android | ,Moto G Play Build/MPIS24.241-15.3-7,mobile,,chrome 61.0 for android,,,New,
SAMSUNG | Android 7.0 | samsung browser 6.2 | 1920x1080,SAMSUNG,mobile,Android 7.0,samsung browser 6.2,1920x1080,match_status:2,New,
LG-H870 Build/NRD90U |  | chrome 62.0 for android | ,LG-H870 Build/NRD90U,mobile,,chrome 62.0 for android,,,New,
iOS Device | iOS 10.2.1 | mobile safari 10.0 | 1334x750,iOS Device,mobile,iOS 10.2.1,mobile safari 10.0,1334x750,match_status:1,Found,
SAMSUNG SM-G950U1 Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2220x1080,SAMSUNG SM-G950U1 Build/NRD90M,mobile,Android 7.0,samsung browser 6.2,2220x1080,match_status:2,Found,
Windows | Windows 10 | chrome 62.0 | 1440x900,Windows,desktop,Windows 10,chrome 62.0,1440x900,match_status:2,Found,
SAMSUNG SM-S727VL Build/MMB29M | Android 6.0.1 | samsung browser 4.0 | 1280x720,SAMSUNG SM-S727VL Build/MMB29M,mobile,Android 6.0.1,samsung browser 4.0,1280x720,match_status:2,New,
SM-N920G Build/NRD90M |  | chrome 62.0 for android | ,SM-N920G Build/NRD90M,mobile,,chrome 62.0 for android,,,New,
Moto G (5) Plus Build/NPN25.137-72 |  | android webview 4.0 | ,Moto G (5) Plus Build/NPN25.137-72,mobile,,android webview 4.0,,,New,
Windows | Windows 10 | chrome 61.0 | 1920x1080,Windows,desktop,Windows 10,chrome 61.0,1920x1080,match_status:2,New,
Moto G (5) Build/NPP25.137-72 |  | chrome generic | ,Moto G (5) Build/NPP25.137-72,mobile,,chrome generic,,,Found,
Windows | Windows 7 | chrome 61.0 | 1280x1024,Windows,desktop,Windows 7,chrome 61.0,1280x1024,match_status:2,Found,
MacOS | Mac OS X 10_13_1 | chrome 62.0 | 1280x800,MacOS,desktop,Mac OS X 10_13_1,chrome 62.0,1280x800,match_status:2,Unknown,
 | Linux | chrome 62.0 | 1366x768,,desktop,Linux,chrome 62.0,1366x768,match_status:2,New,
SM-G935F Build/NRD90M |  | chrome 62.0 for android | ,SM-G935F Build/NRD90M,mobile,,chrome 62.0 for android,,,New,
Windows | Windows 10 | chrome 62.0 | 3440x1440,Windows,desktop,Windows 10,chrome 62.0,3440x1440,match_status:2,Found,
MacOS | Mac OS X 10_11_6 | chrome 62.0 | 2880x1800,MacOS,desktop,Mac OS X 10_11_6,chrome 62.0,2880x1800,match_status:2,New,
 |  | firefox 56.0 | ,,desktop,,firefox 56.0,,,New,
Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | 1440x900,Trident/7.0,desktop,Windows 8.1,ie 11.0 for desktop,1440x900,match_status:2,Found,
Windows | Windows Vista | chrome 49.0 | 1440x900,Windows,desktop,Windows Vista,chrome 49.0,1440x900,match_status:2,New,IP_PROXY:TRANSPARENT
MacOS | Mac OS X 10_12 | safari generic | 2560x1600,MacOS,desktop,Mac OS X 10_12,safari generic,2560x1600,match_status:2,Found,
Windows | Windows 10 | edge 13.0 | 1366x768,Windows,desktop,Windows 10,edge 13.0,1366x768,match_status:2,New,
LG-D373 Build/KOT49I.V10a |  | chrome 61.0 for android | ,LG-D373 Build/KOT49I.V10a,mobile,,chrome 61.0 for android,,,New,
ALE-L23 Build/HuaweiALE-L23 |  | chrome 46.0 for android | ,ALE-L23 Build/HuaweiALE-L23,mobile,,chrome 46.0 for android,,,New,
Windows | Windows 10 | ie 11.0 for desktop | ,Windows,desktop,Windows 10,ie 11.0 for desktop,,match_status:2,Found,
Z836BL | Android 6.0.1 | chrome 53.0 for android | 855x480,Z836BL,mobile,Android 6.0.1,chrome 53.0 for android,855x480,match_status:2,New,
iOS Device | iOS | mobile safari generic | 1334x750,iOS Device,mobile,iOS,mobile safari generic,1334x750,match_status:2,Found,
Ilium X710 Build/MRA58K |  | chrome 62.0 for android | ,Ilium X710 Build/MRA58K,mobile,,chrome 62.0 for android,,,New,
LG-D680 Build/KOT49I |  | chrome 62.0 for android | ,LG-D680 Build/KOT49I,mobile,,chrome 62.0 for android,,,New,
Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1920x1200,Trident/7.0,desktop,Windows 10,ie 11.0 for desktop,1920x1200,match_status:2,Found,
M4 SS4450 Build/MRA58K |  | other | ,M4 SS4450 Build/MRA58K,mobile,,other,,,Found,
LGMP260 Build/NRD90U | Android 7.0 | chrome 62.0 for android | 1280x720,LGMP260 Build/NRD90U,mobile,Android 7.0,chrome 62.0 for android,1280x720,match_status:2,New,
LG-K580 Build/MRA58K |  | chrome 62.0 for android | ,LG-K580 Build/MRA58K,mobile,,chrome 62.0 for android,,,New,
SM-J700M Build/LMY48B |  | chrome 54.0 for android | ,SM-J700M Build/LMY48B,mobile,,chrome 54.0 for android,,,New,
Windows | Windows 10 | firefox 56.0 | 1920x1080,Windows,desktop,Windows 10,firefox 56.0,1920x1080,match_status:2,New,
SM-A710M |  | chrome 62.0 for android | ,SM-A710M,mobile,,chrome 62.0 for android,,,New,
Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1680x1050,Trident/7.0,desktop,Windows 10,ie 11.0 for desktop,1680x1050,match_status:2,Found,
Moto Z2 Play Build/NPSS26.118-19-6 |  | chrome 62.0 for android | ,Moto Z2 Play Build/NPSS26.118-19-6,mobile,,chrome 62.0 for android,,,New,
rv:56.0 | Mac OS X 10.13 | firefox 56.0 | 1366x768,rv:56.0,desktop,Mac OS X 10.13,firefox 56.0,1366x768,match_status:2,Found,
MacOS | Mac OS X 10_11_6 | safari generic | 1920x1200,MacOS,desktop,Mac OS X 10_11_6,safari generic,1920x1200,match_status:2,New,
Moto G (4) Build/NPJ25.93-14.5 |  | chrome generic | ,Moto G (4) Build/NPJ25.93-14.5,mobile,,chrome generic,,,New,
Z981 Build/MMB29M | Android 6.0.1 | chrome 62.0 for android | 1920x1080,Z981 Build/MMB29M,mobile,Android 6.0.1,chrome 62.0 for android,1920x1080,match_status:2,New,
iOS Device | iOS 10.2.1 | mobile safari 10.0 | 2208x1242,iOS Device,mobile,iOS 10.2.1,mobile safari 10.0,2208x1242,match_status:1,New,
MacOS | Mac OS X 10_12_5 | chrome 62.0 | 1440x900,MacOS,desktop,Mac OS X 10_12_5,chrome 62.0,1440x900,match_status:2,New,
SM-T710 Build/NRD90M |  | chrome 62.0 for android | ,SM-T710 Build/NRD90M,mobile,,chrome 62.0 for android,,,Found,
MacOS | Mac OS X 10_10_5 | safari generic | 2560x1440,MacOS,desktop,Mac OS X 10_10_5,safari generic,2560x1440,match_status:2,New,
SM-T700 Build/MMB29K |  | chrome 62.0 for android | ,SM-T700 Build/MMB29K,mobile,,chrome 62.0 for android,,,New,
ONE TOUCH 4033A Build/JDQ39 |  | chrome 62.0 for android | ,ONE TOUCH 4033A Build/JDQ39,mobile,,chrome 62.0 for android,,,New,
MacOS | Mac OS X 10_10_5 | chrome 61.0 | 1366x768,MacOS,desktop,Mac OS X 10_10_5,chrome 61.0,1366x768,match_status:2,Found,
SM-J700M Build/LMY48B |  | chrome 60.0 for android | ,SM-J700M Build/LMY48B,mobile,,chrome 60.0 for android,,,New,
F5121 Build/34.3.A.0.228 |  | chrome 62.0 for android | ,F5121 Build/34.3.A.0.228,mobile,,chrome 62.0 for android,,,Found,
 | Android | chrome 61.0 | 1280x720,,mobile,Android,chrome 61.0,1280x720,match_status:2,Found,IP_PROXY:TRANSPARENT
MacOS | Mac OS X 10_8_5 | chrome 49.0 | 1280x800,MacOS,desktop,Mac OS X 10_8_5,chrome 49.0,1280x800,match_status:2,New,
WAS-LX3 Build/HUAWEIWAS-LX3 |  | chrome 62.0 for android | ,WAS-LX3 Build/HUAWEIWAS-LX3,mobile,,chrome 62.0 for android,,,Found,
MacOS | Mac OS X 10_13_1 | chrome 62.0 | 1440x900,MacOS,desktop,Mac OS X 10_13_1,chrome 62.0,1440x900,match_status:2,Unknown,
R8106 |  | chrome 62.0 for android | ,R8106,mobile,,chrome 62.0 for android,,,New,
iOS Device | iOS 11.0.1 | mobile safari 11.0 | 2732x2048,iOS Device,mobile,iOS 11.0.1,mobile safari 11.0,2732x2048,match_status:1,New,
MacOS | Mac OS X 10_9_5 | safari generic | 1440x900,MacOS,desktop,Mac OS X 10_9_5,safari generic,1440x900,match_status:1,Found,
MotoG3 Build/MPIS24.65-33.1-2-16 |  | chrome 62.0 for android | ,MotoG3 Build/MPIS24.65-33.1-2-16,mobile,,chrome 62.0 for android,,,Found,
SM-G925I Build/MMB29K |  | chrome 62.0 for android | ,SM-G925I Build/MMB29K,mobile,,chrome 62.0 for android,,,Found,
HUAWEI VNS-L53 Build/HUAWEIVNS-L53 |  | chrome 62.0 for android | ,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,mobile,,chrome 62.0 for android,,,Found,
MacOS | Mac OS X 10_11_6 | chrome 61.0 | 2880x1800,MacOS,desktop,Mac OS X 10_11_6,chrome 61.0,2880x1800,match_status:2,Found,
iOS Device | iOS 10.3.3 | mobile safari 10.0 | 2001x1125,iOS Device,mobile,iOS 10.3.3,mobile safari 10.0,2001x1125,match_status:1,New,
iOS Device | iOS 11.0.2 | mobile safari 11.0 | 2208x1242,iOS Device,mobile,iOS 11.0.2,mobile safari 11.0,2208x1242,match_status:1,New,
Blade V6 Build/LRX22G |  | chrome 62.0 for android | ,Blade V6 Build/LRX22G,mobile,,chrome 62.0 for android,,,New,
SM-T113NU Build/KTU84P |  | chrome 62.0 for android | ,SM-T113NU Build/KTU84P,mobile,,chrome 62.0 for android,,,New,
SAMSUNG SM-G530H Build/LRX22G |  | other | ,SAMSUNG SM-G530H Build/LRX22G,mobile,,other,,,New,
SM-J510MN Build/MMB29M |  | chrome 62.0 for android | ,SM-J510MN Build/MMB29M,mobile,,chrome 62.0 for android,,,New,
